Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean
Epping,1 Saddlers Ct,4,h,565000.0,S,Ray,15/07/2017,20.0,3076.0,4.0,2.0,2.0,548.0,110.0,1985.0,Whittlesea,-38.0,145.0,Northern Metropolitan,10926.0,3076.0,2.0,55.0,442.0,1660.0
Essendon,10/10 Ardoch St,2,u,502500.0,SP,McDonald,15/07/2017,8.0,3040.0,2.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley,-38.0,145.0,Western Metropolitan,9264.0,3040.0,3.0,210.0,883.0,3367.0
Essendon,103 Woodland St,3,h,1550000.0,S,Nelson,15/07/2017,8.0,3040.0,3.0,1.0,1.0,730.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,9264.0,3040.0,3.0,210.0,883.0,3367.0
Essendon North,2/9 McCulloch St,2,u,785000.0,S,Nelson,15/07/2017,8.0,3041.0,2.0,1.0,2.0,145.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,1308.0,3041.0,1.0,60.0,350.0,1500.0
Essendon West,384 Buckley St,3,h,1410000.0,PI,Jellis,15/07/2017,8.0,3040.0,3.0,2.0,1.0,585.0,198.0,1950.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Fawkner,9 James St,3,h,750000.0,S,YPA,15/07/2017,13.0,3060.0,3.0,1.0,1.0,724.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fitzroy,205/96 Charles St,1,u,490000.0,S,hockingstuart,15/07/2017,2.0,3065.0,1.0,1.0,1.0,0.0,57.0,2013.0,Yarra,-38.0,145.0,Northern Metropolitan,5825.0,,,,,
Fitzroy North,86/682 Nicholson St,2,u,650000.0,VB,Nelson,15/07/2017,4.0,3068.0,2.0,1.0,1.0,0.0,,,Yarra,-38.0,145.0,Northern Metropolitan,6244.0,,,,,
Fitzroy North,37 Woodside St,3,h,1502000.0,S,Nelson,15/07/2017,4.0,3068.0,3.0,1.0,0.0,179.0,,,Yarra,-38.0,145.0,Northern Metropolitan,6244.0,,,,,
Footscray,60 Cross St,3,h,878000.0,SP,Jas,15/07/2017,5.0,3011.0,3.0,2.0,2.0,163.0,,,Maribyrnong,-38.0,145.0,Western Metropolitan,7570.0,,,,,
Footscray,27 Leander St,2,h,991000.0,S,Village,15/07/2017,5.0,3011.0,2.0,1.0,1.0,318.0,106.0,1910.0,Maribyrnong,-38.0,145.0,Western Metropolitan,7570.0,,,,,
Forest Hill,35 Panorama Dr,4,h,945000.0,S,Ray,15/07/2017,15.0,3131.0,4.0,2.0,2.0,294.0,194.0,2010.0,Whitehorse,-38.0,145.0,Eastern Metropolitan,4385.0,3131.0,3.0,136.0,665.0,2367.0
Forest Hill,52 Parkmore Rd,2,h,1020000.0,S,Ray,15/07/2017,15.0,3131.0,2.0,1.0,1.0,581.0,116.0,1970.0,Whitehorse,-38.0,145.0,Eastern Metropolitan,4385.0,3131.0,3.0,136.0,665.0,2367.0
Glen Iris,3/14 Charles St,2,u,540000.0,S,Woodards,15/07/2017,7.0,3146.0,2.0,1.0,1.0,0.0,77.0,1960.0,Boroondara,-38.0,145.0,Southern Metropolitan,10412.0,3146.0,4.0,135.0,800.0,2941.0
Glen Waverley,2/25 Fernhill St,2,u,960000.0,S,Ray,15/07/2017,17.0,3150.0,2.0,1.0,1.0,229.0,101.0,1990.0,Monash,-38.0,145.0,Eastern Metropolitan,15321.0,,,,,
Greensborough,1/39 Alexandra St,2,u,610000.0,S,Darren,15/07/2017,16.0,3088.0,2.0,1.0,1.0,168.0,,1985.0,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,48 Duncan Av,3,h,690000.0,S,Darren,15/07/2017,16.0,3088.0,3.0,1.0,1.0,540.0,,,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,1/111 Nepean St,2,u,585000.0,S,Darren,15/07/2017,16.0,3088.0,2.0,1.0,1.0,240.0,79.0,1965.0,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,4 Nokuna Ct,3,h,800000.0,S,Buckingham,15/07/2017,16.0,3088.0,3.0,3.0,2.0,668.0,,1973.0,Nillumbik,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,13 Stowe Av,4,h,800000.0,S,Darren,15/07/2017,16.0,3088.0,4.0,2.0,2.0,626.0,169.0,1960.0,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,54 Warralong Av,3,h,896000.0,S,Fletchers,15/07/2017,16.0,3088.0,3.0,2.0,1.0,653.0,130.0,1970.0,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Greensborough,18 Warruga Pl,3,h,1010000.0,S,Buckingham,15/07/2017,16.0,3088.0,3.0,2.0,2.0,582.0,,,Banyule,-38.0,145.0,Northern Metropolitan,8524.0,3088.0,1.0,46.0,300.0,1150.0
Hampton,1/35 Holyrood St,3,t,1660000.0,S,Buxton,15/07/2017,14.0,3188.0,3.0,2.0,2.0,478.0,,,Bayside,-38.0,145.0,Southern Metropolitan,5454.0,3188.0,5.0,124.0,668.0,3121.0
Hawthorn,1/23 Glen St,2,u,670000.0,S,Woodards,15/07/2017,5.0,3122.0,2.0,1.0,0.0,0.0,,1980.0,Boroondara,-38.0,145.0,Southern Metropolitan,11308.0,,,,,
Hawthorn,504/2 Golding St,2,u,600000.0,SP,Fletchers,15/07/2017,5.0,3122.0,2.0,1.0,1.0,0.0,,2014.0,Boroondara,-38.0,145.0,Southern Metropolitan,11308.0,,,,,
Hawthorn,24/1 Muir St,3,h,1100000.0,S,Marshall,15/07/2017,5.0,3122.0,3.0,2.0,1.0,109.0,110.0,1999.0,Boroondara,-38.0,145.0,Southern Metropolitan,11308.0,,,,,
Heidelberg Heights,2/3 Mary Av,2,t,650000.0,S,Barry,15/07/2017,9.0,3081.0,2.0,1.0,1.0,140.0,107.0,2013.0,Banyule,-38.0,145.0,Eastern Metropolitan,2947.0,3081.0,1.0,170.0,400.0,1600.0
Heidelberg West,54 Alamein Rd,2,h,580000.0,S,Harcourts,15/07/2017,9.0,3081.0,2.0,1.0,2.0,498.0,75.0,1955.0,Banyule,-38.0,145.0,Eastern Metropolitan,2674.0,3081.0,1.0,170.0,400.0,1600.0
Heidelberg West,2 Maple Ct,2,h,820000.0,VB,Barry,15/07/2017,9.0,3081.0,2.0,1.0,1.0,721.0,,,Banyule,-38.0,145.0,Eastern Metropolitan,2674.0,3081.0,1.0,170.0,400.0,1600.0
Hillside,22 Santolin Dr,4,h,600000.0,PI,Barry,15/07/2017,18.0,3037.0,4.0,2.0,3.0,715.0,,1999.0,Melton,-38.0,145.0,Western Metropolitan,5556.0,3037.0,1.0,150.0,821.0,3000.0
Hoppers Crossing,30 Don Av,3,h,536500.0,S,Reliance,15/07/2017,18.0,3029.0,3.0,2.0,4.0,578.0,130.0,1972.0,Wyndham,-38.0,145.0,Western Metropolitan,13830.0,3029.0,4.0,98.0,498.0,1915.0
Hoppers Crossing,53 Mossfiel Dr,3,h,541000.0,S,Ray,15/07/2017,18.0,3029.0,3.0,1.0,2.0,623.0,,,Wyndham,-38.0,145.0,Western Metropolitan,13830.0,3029.0,4.0,98.0,498.0,1915.0
Hoppers Crossing,62 Powell Dr,3,h,557000.0,SP,Greg,15/07/2017,18.0,3029.0,3.0,1.0,2.0,577.0,,1975.0,Wyndham,-38.0,145.0,Western Metropolitan,13830.0,3029.0,4.0,98.0,498.0,1915.0
Ivanhoe East,82 McArthur Rd,2,h,1601000.0,S,Haughton,15/07/2017,8.0,3079.0,2.0,1.0,2.0,697.0,,,Banyule,-38.0,145.0,Eastern Metropolitan,1554.0,3079.0,3.0,98.0,625.0,2267.0
Jacana,13 Robinson St,3,h,559000.0,S,YPA,15/07/2017,14.0,3047.0,3.0,1.0,2.0,604.0,,,Hume,-38.0,145.0,Northern Metropolitan,851.0,,,,,
Keilor East,54 David Av,3,h,920000.0,SP,Nelson,15/07/2017,12.0,3033.0,3.0,2.0,1.0,313.0,140.0,1960.0,Moonee Valley,-38.0,145.0,Western Metropolitan,5629.0,,,,,
Keilor East,14 Noga Av,3,h,840000.0,VB,Whiting,15/07/2017,12.0,3033.0,3.0,1.0,2.0,575.0,138.0,1970.0,Moonee Valley,-38.0,145.0,Western Metropolitan,5629.0,,,,,
Keilor East,43 The Crossway,3,h,860000.0,S,Nelson,15/07/2017,12.0,3033.0,3.0,1.0,1.0,568.0,,1960.0,Moonee Valley,-38.0,145.0,Western Metropolitan,5629.0,,,,,
Kensington,2 Collett St,3,h,840000.0,S,Bullen,15/07/2017,3.0,3031.0,3.0,1.0,0.0,114.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,5263.0,,,,,
Kensington,11/12 Mawbey St,2,u,535000.0,PI,Edward,15/07/2017,3.0,3031.0,2.0,2.0,1.0,0.0,110.0,1998.0,Melbourne,-38.0,145.0,Northern Metropolitan,5263.0,,,,,
Kew,2/8 Pleasant Av,3,h,1080000.0,S,Marshall,15/07/2017,5.0,3101.0,3.0,2.0,2.0,151.0,103.0,1960.0,Boroondara,-38.0,145.0,Southern Metropolitan,10331.0,3101.0,1.0,71.0,395.0,1500.0
Kingsbury,43 Green Av,3,h,740000.0,S,Ray,15/07/2017,12.0,3083.0,3.0,1.0,2.0,633.0,,,Darebin,-38.0,145.0,Northern Metropolitan,1414.0,3083.0,1.0,138.0,1155.0,3500.0
Lalor,92 Sarissa St,4,h,795000.0,S,Harcourts,15/07/2017,16.0,3075.0,4.0,2.0,2.0,499.0,,,Whittlesea,-38.0,145.0,Northern Metropolitan,8279.0,,,,,
Lalor,6 Willard Ct,4,h,660000.0,S,Harcourts,15/07/2017,16.0,3075.0,4.0,2.0,3.0,578.0,,,Whittlesea,-38.0,145.0,Northern Metropolitan,8279.0,,,,,
Maidstone,15 Havelock St,2,h,1170000.0,S,Biggin,15/07/2017,6.0,3012.0,2.0,1.0,2.0,686.0,,,Maribyrnong,-38.0,145.0,Western Metropolitan,3873.0,3012.0,4.0,98.0,700.0,2670.0
Maidstone,20 Jackson St,3,h,930000.0,S,Jas,15/07/2017,6.0,3012.0,3.0,1.0,4.0,545.0,116.0,1940.0,Maribyrnong,-38.0,145.0,Western Metropolitan,3873.0,3012.0,4.0,98.0,700.0,2670.0
Maidstone,76A Norfolk St,2,t,650000.0,S,Jas,15/07/2017,6.0,3012.0,2.0,2.0,1.0,279.0,104.0,2013.0,Maribyrnong,-38.0,145.0,Western Metropolitan,3873.0,3012.0,4.0,98.0,700.0,2670.0
Maidstone,72B Richelieu St,3,t,702000.0,S,Jas,15/07/2017,6.0,3012.0,3.0,2.0,2.0,189.0,131.0,2000.0,Maribyrnong,-38.0,145.0,Western Metropolitan,3873.0,3012.0,4.0,98.0,700.0,2670.0
Malvern,3/26 McArthur St,2,u,575000.0,PI,Purplebricks,15/07/2017,6.0,3144.0,2.0,1.0,1.0,0.0,,1999.0,Stonnington,-38.0,145.0,Southern Metropolitan,4675.0,3144.0,3.0,175.0,825.0,2863.0
Maribyrnong,1/59 Middle Rd,2,t,675000.0,S,Biggin,15/07/2017,4.0,3032.0,2.0,1.0,2.0,198.0,,2009.0,Maribyrnong,-38.0,145.0,Western Metropolitan,4918.0,3032.0,7.0,94.0,572.0,2156.0
Meadow Heights,13 Allendale Ct,3,h,520000.0,S,RW,15/07/2017,17.0,3048.0,3.0,1.0,1.0,631.0,111.0,1960.0,Hume,-38.0,145.0,Northern Metropolitan,4704.0,,,,,
Meadow Heights,7 Dalton Ct,4,h,570000.0,S,Raine,15/07/2017,17.0,3048.0,4.0,2.0,2.0,665.0,665.0,,Hume,-38.0,145.0,Northern Metropolitan,4704.0,,,,,
Meadow Heights,16 Papworth Pl,4,h,515000.0,PI,RW,15/07/2017,17.0,3048.0,4.0,3.0,0.0,653.0,122.0,1985.0,Hume,-38.0,145.0,Northern Metropolitan,4704.0,,,,,
Mill Park,14 Malua Cr,3,h,726000.0,S,Love,15/07/2017,18.0,3082.0,3.0,2.0,2.0,615.0,132.0,1982.0,Whittlesea,-38.0,145.0,Northern Metropolitan,10529.0,,,,,
Mill Park,6 Whernside Ct,4,h,710000.0,S,Ray,15/07/2017,18.0,3082.0,4.0,1.0,2.0,666.0,123.0,1985.0,Whittlesea,-38.0,145.0,Northern Metropolitan,10529.0,,,,,
Mitcham,21B Vernal Av,3,h,1045000.0,S,Noel,15/07/2017,17.0,3132.0,3.0,2.0,2.0,401.0,,,Whitehorse,-38.0,145.0,Eastern Metropolitan,6871.0,,,,,
Montmorency,2/22 Looker Rd,3,t,820000.0,S,Buckingham,15/07/2017,16.0,3094.0,3.0,2.0,2.0,260.0,157.0,2010.0,Banyule,-38.0,145.0,Eastern Metropolitan,3891.0,,,,,
Montmorency,6 Wooded Wy,3,h,1301000.0,SP,Buckingham,15/07/2017,16.0,3094.0,3.0,2.0,2.0,636.0,,1980.0,Banyule,-38.0,145.0,Eastern Metropolitan,3891.0,,,,,
Moonee Ponds,53 Derby St,2,h,951000.0,S,Nelson,15/07/2017,6.0,3039.0,2.0,1.0,1.0,172.0,,1900.0,Moonee Valley,-38.0,145.0,Western Metropolitan,6232.0,3039.0,3.0,79.0,457.0,1533.0
Moonee Ponds,115 Eglinton St,4,h,1425000.0,S,Jellis,15/07/2017,6.0,3039.0,4.0,2.0,2.0,388.0,151.0,1890.0,Moonee Valley,-38.0,145.0,Western Metropolitan,6232.0,3039.0,3.0,79.0,457.0,1533.0
Moorabbin,10 Barilla Rd,3,t,935000.0,SP,Buxton,15/07/2017,14.0,3189.0,3.0,2.0,2.0,280.0,109.0,1985.0,Kingston,-38.0,145.0,Southern Metropolitan,2555.0,,,,,
Mount Waverley,2 Viewbank Rd,3,h,1260000.0,PI,Buxton,15/07/2017,14.0,3149.0,3.0,1.0,2.0,743.0,148.0,1960.0,Monash,-38.0,145.0,Eastern Metropolitan,13366.0,3149.0,2.0,115.0,758.0,2850.0
Murrumbeena,9/14 Wahroongaa Cr,3,t,956000.0,S,Woodards,15/07/2017,10.0,3163.0,3.0,2.0,1.0,137.0,137.0,1994.0,Glen Eira,-38.0,145.0,Southern Metropolitan,4442.0,,,,,
Newport,4/23 Carmen St,3,h,740000.0,S,Greg,15/07/2017,6.0,3015.0,3.0,1.0,2.0,204.0,,,Hobsons Bay,-38.0,145.0,Western Metropolitan,5498.0,3015.0,3.0,73.0,546.0,2002.0
Newport,59 Ford St,3,h,990000.0,S,Jas,15/07/2017,6.0,3015.0,3.0,2.0,0.0,337.0,,,Hobsons Bay,-38.0,145.0,Western Metropolitan,5498.0,3015.0,3.0,73.0,546.0,2002.0
Niddrie,42 Newman Cr,4,h,950000.0,SP,Nelson,15/07/2017,10.0,3042.0,4.0,1.0,2.0,558.0,148.0,1970.0,Moonee Valley,-38.0,145.0,Western Metropolitan,2291.0,3042.0,4.0,81.0,535.0,1801.0
North Melbourne,1/150 Peel St,2,u,541000.0,S,Nelson,15/07/2017,2.0,3051.0,2.0,1.0,1.0,0.0,53.0,2004.0,Melbourne,-38.0,145.0,Northern Metropolitan,6821.0,,,,,
Northcote,179 Arthurton Rd,3,h,1307500.0,S,Ray,15/07/2017,5.0,3070.0,3.0,2.0,0.0,258.0,124.0,1920.0,Darebin,-38.0,145.0,Northern Metropolitan,11364.0,,,,,
Northcote,15 Bird Av,3,h,1100000.0,PI,Collins,15/07/2017,5.0,3070.0,3.0,1.0,2.0,449.0,,1940.0,Darebin,-38.0,145.0,Northern Metropolitan,11364.0,,,,,
Northcote,182 Separation St,3,h,1050000.0,VB,Nelson,15/07/2017,5.0,3070.0,3.0,1.0,2.0,530.0,,,Darebin,-38.0,145.0,Northern Metropolitan,11364.0,,,,,
Northcote,73 Westbourne Gr,3,h,1550000.0,VB,Nelson,15/07/2017,5.0,3070.0,3.0,2.0,2.0,422.0,,,Darebin,-38.0,145.0,Northern Metropolitan,11364.0,,,,,
Notting Hill,3 Risdon Dr,4,h,1211000.0,S,One,15/07/2017,17.0,3168.0,4.0,3.0,3.0,727.0,167.0,1970.0,Monash,-38.0,145.0,Southern Metropolitan,902.0,,,,,
Oak Park,21 Marie St,3,h,970000.0,S,Nelson,15/07/2017,11.0,3046.0,3.0,2.0,2.0,701.0,,,Moreland,-38.0,145.0,Northern Metropolitan,2651.0,3046.0,1.0,78.0,600.0,2000.0
Oak Park,4 School Ct,4,h,1453000.0,S,Eview,15/07/2017,11.0,3046.0,4.0,2.0,2.0,525.0,,,Moreland,-38.0,145.0,Northern Metropolitan,2651.0,3046.0,1.0,78.0,600.0,2000.0
Oakleigh,42 Bishop St,4,h,1610000.0,S,Buxton,15/07/2017,12.0,3166.0,4.0,2.0,2.0,592.0,193.0,1950.0,Monash,-38.0,145.0,Southern Metropolitan,3224.0,3166.0,4.0,82.0,633.0,1779.0
Oakleigh East,3 McKenzie Ct,2,h,1150000.0,S,Ray,15/07/2017,12.0,3166.0,2.0,1.0,3.0,622.0,122.0,1970.0,Monash,-38.0,145.0,Southern Metropolitan,2547.0,3166.0,4.0,82.0,633.0,1779.0
Pascoe Vale,30 Irvine St,2,h,962000.0,S,D'Aprano,15/07/2017,8.0,3044.0,2.0,1.0,2.0,624.0,,,Moreland,-38.0,145.0,Northern Metropolitan,7485.0,3044.0,1.0,180.0,1050.0,3800.0
Pascoe Vale,8 Sunbeam St,3,t,629000.0,S,Ray,15/07/2017,8.0,3044.0,3.0,2.0,2.0,495.0,,,Moreland,-38.0,145.0,Northern Metropolitan,7485.0,3044.0,1.0,180.0,1050.0,3800.0
Pascoe Vale,17 Wicklow St,3,h,881000.0,S,Brad,15/07/2017,8.0,3044.0,3.0,1.0,1.0,480.0,,,Moreland,-38.0,145.0,Northern Metropolitan,7485.0,3044.0,1.0,180.0,1050.0,3800.0
Point Cook,84 Beachview Pde,4,h,690000.0,VB,hockingstuart,15/07/2017,15.0,3030.0,4.0,2.0,2.0,540.0,531.0,2012.0,Wyndham,-38.0,145.0,Western Metropolitan,15542.0,,,,,
Point Cook,49 Lindsay Gdns,4,h,596000.0,S,hockingstuart,15/07/2017,15.0,3030.0,4.0,2.0,2.0,416.0,183.0,2006.0,Wyndham,-38.0,145.0,Western Metropolitan,15542.0,,,,,
Point Cook,15 Metcalf Wy,4,h,698000.0,S,hockingstuart,15/07/2017,15.0,3030.0,4.0,2.0,2.0,448.0,190.0,2012.0,Wyndham,-38.0,145.0,Western Metropolitan,15542.0,,,,,
Prahran,6/299 Dandenong Rd,2,u,500000.0,SP,hockingstuart,15/07/2017,5.0,3181.0,2.0,1.0,1.0,0.0,78.0,1960.0,Stonnington,-38.0,145.0,Southern Metropolitan,7717.0,,,,,
Preston,7 Kenneth St,4,h,1060500.0,S,RW,15/07/2017,8.0,3072.0,4.0,2.0,4.0,490.0,130.0,,Darebin,-38.0,145.0,Northern Metropolitan,14577.0,3072.0,3.0,87.0,481.0,1814.0
Preston,21 Wurruk Av,4,h,990000.0,VB,Nelson,15/07/2017,8.0,3072.0,4.0,2.0,2.0,500.0,,,Darebin,-38.0,145.0,Northern Metropolitan,14577.0,3072.0,3.0,87.0,481.0,1814.0
Reservoir,4/23 Compton St,2,u,652000.0,S,Love,15/07/2017,12.0,3073.0,2.0,1.0,1.0,260.0,,1970.0,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,66 Crookston Rd,3,h,953000.0,S,Ray,15/07/2017,12.0,3073.0,3.0,1.0,2.0,743.0,115.0,1970.0,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,2/27 Horton St,2,t,710000.0,S,Raine,15/07/2017,12.0,3073.0,2.0,2.0,1.0,126.0,138.0,2013.0,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,107 McFadzean Av,3,h,725000.0,S,Nelson,15/07/2017,12.0,3073.0,3.0,1.0,2.0,579.0,,,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,106 Miranda Rd,3,h,880000.0,S,Harrington,15/07/2017,12.0,3073.0,3.0,2.0,3.0,743.0,,,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,1/118 Rathcown Rd,2,u,502000.0,SP,Barry,15/07/2017,12.0,3073.0,2.0,1.0,2.0,230.0,69.0,2015.0,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Reservoir,57 Southernhay St,3,h,1175000.0,S,Barry,15/07/2017,12.0,3073.0,3.0,1.0,4.0,545.0,,,Darebin,-38.0,145.0,Northern Metropolitan,21650.0,3073.0,4.0,95.0,580.0,2143.0
Richmond,201/65 Stawell St,2,u,800000.0,VB,hockingstuart,15/07/2017,2.0,3121.0,2.0,2.0,2.0,0.0,89.0,2008.0,Yarra,-38.0,145.0,Northern Metropolitan,14949.0,,,,,
Rosanna,16 Jones Cr,2,h,855000.0,S,Miles,15/07/2017,9.0,3084.0,2.0,1.0,1.0,562.0,,,Banyule,-38.0,145.0,Eastern Metropolitan,3540.0,3084.0,3.0,135.0,777.0,3163.0
South Yarra,906/700 Chapel St,2,u,666000.0,S,hockingstuart,15/07/2017,3.0,3141.0,2.0,1.0,1.0,0.0,73.0,2005.0,Stonnington,-38.0,145.0,Southern Metropolitan,14887.0,,,,,
South Yarra,7/2 Cromwell Rd,2,u,910000.0,S,Marshall,15/07/2017,3.0,3141.0,2.0,2.0,2.0,0.0,,,Stonnington,-38.0,145.0,Southern Metropolitan,14887.0,,,,,
St Albans,11 Craigielea Av,2,h,610000.0,PI,RW,15/07/2017,14.0,3021.0,2.0,1.0,2.0,419.0,135.0,1975.0,Brimbank,-38.0,145.0,Western Metropolitan,14042.0,3021.0,1.0,71.0,350.0,1300.0
St Albans,17 Jamieson St,3,h,550000.0,S,Raine,15/07/2017,14.0,3021.0,3.0,1.0,1.0,606.0,130.0,1965.0,Brimbank,-38.0,145.0,Western Metropolitan,14042.0,3021.0,1.0,71.0,350.0,1300.0
St Albans,62 Lester Av,4,h,520000.0,PI,Westside,15/07/2017,14.0,3021.0,4.0,2.0,1.0,699.0,110.0,1950.0,Brimbank,-38.0,145.0,Western Metropolitan,14042.0,3021.0,1.0,71.0,350.0,1300.0
St Kilda,46 Chapel St,3,h,1000000.0,S,Langwell,15/07/2017,5.0,3182.0,3.0,1.0,1.0,198.0,,,Port Phillip,-38.0,145.0,Southern Metropolitan,13240.0,,,,,
Sunshine,18 Benjamin St,3,h,860000.0,PI,Jas,15/07/2017,10.0,3020.0,3.0,1.0,3.0,446.0,126.0,1910.0,Brimbank,-38.0,145.0,Western Metropolitan,3755.0,,,,,
Sunshine,2/2 Cooper St,3,h,532000.0,S,Douglas,15/07/2017,10.0,3020.0,3.0,1.0,1.0,206.0,,1985.0,Brimbank,-38.0,145.0,Western Metropolitan,3755.0,,,,,
Sunshine,10 Matthews St,3,h,960000.0,S,RW,15/07/2017,10.0,3020.0,3.0,2.0,2.0,655.0,,,Brimbank,-38.0,145.0,Western Metropolitan,3755.0,,,,,
Sunshine West,27 Champa Rd,4,h,580000.0,PI,Douglas,15/07/2017,10.0,3020.0,4.0,2.0,4.0,270.0,,,Brimbank,-38.0,145.0,Western Metropolitan,6763.0,,,,,
Taylors Lakes,1 Cowes Pl,4,h,853000.0,S,Barry,15/07/2017,16.0,3038.0,4.0,3.0,2.0,724.0,330.0,1990.0,Brimbank,-38.0,145.0,Western Metropolitan,5336.0,,,,,
Taylors Lakes,3 Mantaura Av,4,h,704000.0,S,Barry,15/07/2017,16.0,3038.0,4.0,2.0,2.0,644.0,,,Brimbank,-38.0,145.0,Western Metropolitan,5336.0,,,,,
Thomastown,52 Richardson St,3,h,508000.0,S,Harcourts,15/07/2017,15.0,3074.0,3.0,2.0,1.0,189.0,,,Whittlesea,-38.0,145.0,Northern Metropolitan,7955.0,,,,,
Thornbury,54 Swift St,3,h,1236000.0,S,hockingstuart,15/07/2017,7.0,3071.0,3.0,1.0,1.0,508.0,,,Darebin,-38.0,145.0,Northern Metropolitan,8870.0,,,,,
Toorak,2/619 Toorak Rd,2,u,1140000.0,S,Marshall,15/07/2017,4.0,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington,-38.0,145.0,Southern Metropolitan,7217.0,,,,,
Vermont,18 Barbara St,3,h,1111500.0,S,Philip,15/07/2017,17.0,3133.0,3.0,1.0,0.0,722.0,94.0,1960.0,Whitehorse,-38.0,145.0,Eastern Metropolitan,4181.0,3133.0,1.0,150.0,980.0,3980.0
Wantirna,509 Boronia Rd,4,h,1214000.0,S,Ray,15/07/2017,15.0,3152.0,4.0,1.0,2.0,734.0,,,Knox,-38.0,145.0,Eastern Metropolitan,5424.0,3152.0,5.0,105.0,590.0,2126.0
Wantirna South,42 Argyle Wy,4,h,1045000.0,S,Noel,15/07/2017,15.0,3152.0,4.0,3.0,2.0,728.0,153.0,1990.0,Knox,-38.0,145.0,Eastern Metropolitan,7082.0,3152.0,5.0,105.0,590.0,2126.0
Wantirna South,12/440 Stud Rd,3,u,622000.0,S,Ray,15/07/2017,15.0,3152.0,3.0,1.0,1.0,137.0,71.0,2012.0,Knox,-38.0,145.0,Eastern Metropolitan,7082.0,3152.0,5.0,105.0,590.0,2126.0
Watsonia,2/63 Devonshire Rd,2,u,604000.0,S,Ray,15/07/2017,14.0,3087.0,2.0,1.0,1.0,151.0,,,Banyule,-38.0,145.0,Northern Metropolitan,2329.0,,,,,
Watsonia,1/34 Longmuir Rd,2,u,655000.0,S,Darren,15/07/2017,14.0,3087.0,2.0,1.0,1.0,298.0,98.0,1975.0,Banyule,-38.0,145.0,Northern Metropolitan,2329.0,,,,,
Werribee,6 Cassowary Av,3,h,505000.0,SP,Greg,15/07/2017,15.0,3030.0,3.0,2.0,4.0,557.0,116.0,1987.0,Wyndham,-38.0,145.0,Western Metropolitan,16166.0,,,,,
West Footscray,41 Dongola Rd,4,h,955000.0,S,Jas,15/07/2017,6.0,3012.0,4.0,1.0,3.0,459.0,,,Maribyrnong,-38.0,145.0,Western Metropolitan,5058.0,3012.0,4.0,98.0,700.0,2670.0
West Footscray,5/2 Ormond Rd,3,t,700000.0,S,Jas,15/07/2017,6.0,3012.0,3.0,2.0,2.0,125.0,131.0,2013.0,Maribyrnong,-38.0,145.0,Western Metropolitan,5058.0,3012.0,4.0,98.0,700.0,2670.0
Yarraville,17 Adeney St,3,h,982500.0,S,Village,15/07/2017,6.0,3013.0,3.0,2.0,2.0,444.0,122.0,1945.0,Maribyrnong,-38.0,145.0,Western Metropolitan,6543.0,,,,,
Yarraville,86 Francis St,3,h,1042000.0,SP,Jas,15/07/2017,6.0,3013.0,3.0,1.0,1.0,358.0,,,Maribyrnong,-38.0,145.0,Western Metropolitan,6543.0,,,,,
Yarraville,12 Montague St,3,h,1230000.0,S,Jas,15/07/2017,6.0,3013.0,3.0,1.0,2.0,433.0,144.0,1880.0,Maribyrnong,-38.0,145.0,Western Metropolitan,6543.0,,,,,
